Date,Habit 1,Habit 2,Habit 3,Habit 4,Habit 5,Habit 6,Habit 7,Habit 8,Habit 9,Habit 10,
2022-01-06,Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=0),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),Entry(timestamp=2022-01-06, value=2),
2021-06-23,Entry(timestamp=2021-06-23, value=2),Entry(timestamp=2021-06-23, value=2),Entry(timestamp=2021-06-23, value=0),Entry(timestamp=2021-06-23, value=2),Entry(timestamp=2021-06-23, value=2),Entry(timestamp=2021-06-23, value=2),Entry(timestamp=2021-06-23, value=0),Entry(timestamp=2021-06-23, value=0),Entry(timestamp=2021-06-23, value=0),Entry(timestamp=2021-06-23, value=0),
2021-06-22,Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=2),Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=2),Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=2),Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=0),Entry(timestamp=2021-06-22, value=0),
2021-06-21,Entry(timestamp=2021-06-21, value=0),Entry(timestamp=2021-06-21, value=2),Entry(timestamp=2021-06-21, value=2),Entry(timestamp=2021-06-21, value=2),Entry(timestamp=2021-06-21, value=0),Entry(timestamp=2021-06-21, value=2),Entry(timestamp=2021-06-21, value=0),Entry(timestamp=2021-06-21, value=0),Entry(timestamp=2021-06-21, value=2),Entry(timestamp=2021-06-21, value=2),
2021-06-20,Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=0),Entry(timestamp=2021-06-20, value=0),Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=2),Entry(timestamp=2021-06-20, value=0),Entry(timestamp=2021-06-20, value=2),
2021-06-19,Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=2),Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=2),Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=2),Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=0),Entry(timestamp=2021-06-19, value=0),
2021-06-18,Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=2),Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=2),Entry(timestamp=2021-06-18, value=2),Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=0),Entry(timestamp=2021-06-18, value=0),
2021-06-17,Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),Entry(timestamp=2021-06-17, value=2),
2021-06-16,Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=2),Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=0),Entry(timestamp=2021-06-16, value=2),Entry(timestamp=2021-06-16, value=2),Entry(timestamp=2021-06-16, value=0),
2021-06-15,Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=2),Entry(timestamp=2021-06-15, value=2),Entry(timestamp=2021-06-15, value=2),Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=0),Entry(timestamp=2021-06-15, value=2),
2021-06-14,Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),Entry(timestamp=2021-06-14, value=2),
2021-06-13,Entry(timestamp=2021-06-13, value=0),Entry(timestamp=2021-06-13, value=2),Entry(timestamp=2021-06-13, value=2),Entry(timestamp=2021-06-13, value=2),Entry(timestamp=2021-06-13, value=0),Entry(timestamp=2021-06-13, value=0),Entry(timestamp=2021-06-13, value=2),Entry(timestamp=2021-06-13, value=0),Entry(timestamp=2021-06-13, value=2),Entry(timestamp=2021-06-13, value=2),
2021-06-12,Entry(timestamp=2021-06-12, value=2),Entry(timestamp=2021-06-12, value=0),Entry(timestamp=2021-06-12, value=0),Entry(timestamp=2021-06-12, value=0),Entry(timestamp=2021-06-12, value=0),Entry(timestamp=2021-06-12, value=2),Entry(timestamp=2021-06-12, value=2),Entry(timestamp=2021-06-12, value=2),Entry(timestamp=2021-06-12, value=2),Entry(timestamp=2021-06-12, value=0),
2021-06-11,Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=0),Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=0),Entry(timestamp=2021-06-11, value=2),Entry(timestamp=2021-06-11, value=0),Entry(timestamp=2021-06-11, value=0),
2021-06-10,Entry(timestamp=2021-06-10, value=2),Entry(timestamp=2021-06-10, value=2),Entry(timestamp=2021-06-10, value=0),Entry(timestamp=2021-06-10, value=0),Entry(timestamp=2021-06-10, value=2),Entry(timestamp=2021-06-10, value=0),Entry(timestamp=2021-06-10, value=0),Entry(timestamp=2021-06-10, value=2),Entry(timestamp=2021-06-10, value=2),Entry(timestamp=2021-06-10, value=2),
2021-06-09,Entry(timestamp=2021-06-09, value=2),Entry(timestamp=2021-06-09, value=2),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=2),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=0),Entry(timestamp=2021-06-09, value=2),
2021-06-08,Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=0),Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=0),Entry(timestamp=2021-06-08, value=0),Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=2),Entry(timestamp=2021-06-08, value=2),
2021-06-07,Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=0),Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=0),Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=0),Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=2),Entry(timestamp=2021-06-07, value=0),
2021-06-06,Entry(timestamp=2021-06-06, value=2),Entry(timestamp=2021-06-06, value=2),Entry(timestamp=2021-06-06, value=2),Entry(timestamp=2021-06-06, value=0),Entry(timestamp=2021-06-06, value=0),Entry(timestamp=2021-06-06, value=0),Entry(timestamp=2021-06-06, value=0),Entry(timestamp=2021-06-06, value=2),Entry(timestamp=2021-06-06, value=2),Entry(timestamp=2021-06-06, value=2),
2021-06-05,Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=2),Entry(timestamp=2021-06-05, value=2),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=0),Entry(timestamp=2021-06-05, value=2),
2021-06-04,Entry(timestamp=2021-06-04, value=2),Entry(timestamp=2021-06-04, value=2),Entry(timestamp=2021-06-04, value=0),Entry(timestamp=2021-06-04, value=0),Entry(timestamp=2021-06-04, value=0),Entry(timestamp=2021-06-04, value=0),Entry(timestamp=2021-06-04, value=2),Entry(timestamp=2021-06-04, value=2),Entry(timestamp=2021-06-04, value=0),Entry(timestamp=2021-06-04, value=2),
2021-06-03,Entry(timestamp=2021-06-03, value=0),Entry(timestamp=2021-06-03, value=0),Entry(timestamp=2021-06-03, value=2),Entry(timestamp=2021-06-03, value=0),Entry(timestamp=2021-06-03, value=2),Entry(timestamp=2021-06-03, value=0),Entry(timestamp=2021-06-03, value=2),Entry(timestamp=2021-06-03, value=2),Entry(timestamp=2021-06-03, value=2),Entry(timestamp=2021-06-03, value=0),
2021-06-02,Entry(timestamp=2021-06-02, value=2),Entry(timestamp=2021-06-02, value=0),Entry(timestamp=2021-06-02, value=0),Entry(timestamp=2021-06-02, value=2),Entry(timestamp=2021-06-02, value=2),Entry(timestamp=2021-06-02, value=0),Entry(timestamp=2021-06-02, value=0),Entry(timestamp=2021-06-02, value=2),Entry(timestamp=2021-06-02, value=0),Entry(timestamp=2021-06-02, value=0),
2021-06-01,Entry(timestamp=2021-06-01, value=2),Entry(timestamp=2021-06-01, value=0),Entry(timestamp=2021-06-01, value=2),Entry(timestamp=2021-06-01, value=0),Entry(timestamp=2021-06-01, value=2),Entry(timestamp=2021-06-01, value=2),Entry(timestamp=2021-06-01, value=0),Entry(timestamp=2021-06-01, value=2),Entry(timestamp=2021-06-01, value=0),Entry(timestamp=2021-06-01, value=2),
2021-05-31,Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=2),Entry(timestamp=2021-05-31, value=2),Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=0),Entry(timestamp=2021-05-31, value=2),Entry(timestamp=2021-05-31, value=0),
2021-05-30,Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=2),Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=0),Entry(timestamp=2021-05-30, value=2),Entry(timestamp=2021-05-30, value=2),Entry(timestamp=2021-05-30, value=0),
2021-05-29,Entry(timestamp=2021-05-29, value=2),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=2),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=2),Entry(timestamp=2021-05-29, value=0),Entry(timestamp=2021-05-29, value=2),
2021-05-28,Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=2),Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=2),Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=2),Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=0),Entry(timestamp=2021-05-28, value=2),
2021-05-27,Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=0),Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=0),Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=0),Entry(timestamp=2021-05-27, value=2),Entry(timestamp=2021-05-27, value=2),
2021-05-26,Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=2),Entry(timestamp=2021-05-26, value=2),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),Entry(timestamp=2021-05-26, value=0),
2021-05-25,Entry(timestamp=2021-05-25, value=2),Entry(timestamp=2021-05-25, value=0),Entry(timestamp=2021-05-25, value=2),Entry(timestamp=2021-05-25, value=2),Entry(timestamp=2021-05-25, value=0),Entry(timestamp=2021-05-25, value=0),Entry(timestamp=2021-05-25, value=2),Entry(timestamp=2021-05-25, value=0),Entry(timestamp=2021-05-25, value=2),Entry(timestamp=2021-05-25, value=0),
2021-05-24,Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=0),Entry(timestamp=2021-05-24, value=2),Entry(timestamp=2021-05-24, value=0),
2021-05-23,Entry(timestamp=2021-05-23, value=0),Entry(timestamp=2021-05-23, value=2),Entry(timestamp=2021-05-23, value=0),Entry(timestamp=2021-05-23, value=2),Entry(timestamp=2021-05-23, value=2),Entry(timestamp=2021-05-23, value=0),Entry(timestamp=2021-05-23, value=0),Entry(timestamp=2021-05-23, value=2),Entry(timestamp=2021-05-23, value=0),Entry(timestamp=2021-05-23, value=0),
2021-05-22,Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=2),Entry(timestamp=2021-05-22, value=0),
2021-05-21,Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=0),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=2),Entry(timestamp=2021-05-21, value=0),Entry(timestamp=2021-05-21, value=2),
2021-05-20,Entry(timestamp=2021-05-20, value=2),Entry(timestamp=2021-05-20, value=2),Entry(timestamp=2021-05-20, value=0),Entry(timestamp=2021-05-20, value=2),Entry(timestamp=2021-05-20, value=0),Entry(timestamp=2021-05-20, value=0),Entry(timestamp=2021-05-20, value=0),Entry(timestamp=2021-05-20, value=2),Entry(timestamp=2021-05-20, value=0),Entry(timestamp=2021-05-20, value=0),
2021-05-19,Entry(timestamp=2021-05-19, value=0),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=0),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=0),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=2),Entry(timestamp=2021-05-19, value=2),
2021-05-18,Entry(timestamp=2021-05-18, value=2),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=2),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=2),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=0),Entry(timestamp=2021-05-18, value=0),
2021-05-17,Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=0),Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=0),Entry(timestamp=2021-05-17, value=2),Entry(timestamp=2021-05-17, value=0),Entry(timestamp=2021-05-17, value=2),
2021-05-16,Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=0),Entry(timestamp=2021-05-16, value=2),Entry(timestamp=2021-05-16, value=2),Entry(timestamp=2021-05-16, value=0),
2021-05-15,Entry(timestamp=2021-05-15, value=2),Entry(timestamp=2021-05-15, value=2),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=2),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=0),Entry(timestamp=2021-05-15, value=2),
2021-05-14,Entry(timestamp=2021-05-14, value=0),Entry(timestamp=2021-05-14, value=2),Entry(timestamp=2021-05-14, value=0),Entry(timestamp=2021-05-14, value=0),Entry(timestamp=2021-05-14, value=2),Entry(timestamp=2021-05-14, value=2),Entry(timestamp=2021-05-14, value=2),Entry(timestamp=2021-05-14, value=0),Entry(timestamp=2021-05-14, value=2),Entry(timestamp=2021-05-14, value=0),
2021-05-13,Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=2),Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=2),Entry(timestamp=2021-05-13, value=2),Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=0),Entry(timestamp=2021-05-13, value=0),
2021-05-12,Entry(timestamp=2021-05-12, value=2),Entry(timestamp=2021-05-12, value=0),Entry(timestamp=2021-05-12, value=2),Entry(timestamp=2021-05-12, value=0),Entry(timestamp=2021-05-12, value=2),Entry(timestamp=2021-05-12, value=0),Entry(timestamp=2021-05-12, value=0),Entry(timestamp=2021-05-12, value=2),Entry(timestamp=2021-05-12, value=2),Entry(timestamp=2021-05-12, value=2),
2021-05-11,Entry(timestamp=2021-05-11, value=0),Entry(timestamp=2021-05-11, value=2),Entry(timestamp=2021-05-11, value=0),Entry(timestamp=2021-05-11, value=0),Entry(timestamp=2021-05-11, value=2),Entry(timestamp=2021-05-11, value=2),Entry(timestamp=2021-05-11, value=0),Entry(timestamp=2021-05-11, value=2),Entry(timestamp=2021-05-11, value=2),Entry(timestamp=2021-05-11, value=0),
2021-05-10,Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=2),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=2),Entry(timestamp=2021-05-10, value=0),Entry(timestamp=2021-05-10, value=2),
2021-05-09,Entry(timestamp=2021-05-09, value=0),Entry(timestamp=2021-05-09, value=2),Entry(timestamp=2021-05-09, value=2),Entry(timestamp=2021-05-09, value=0),Entry(timestamp=2021-05-09, value=2),Entry(timestamp=2021-05-09, value=0),Entry(timestamp=2021-05-09, value=0),Entry(timestamp=2021-05-09, value=2),Entry(timestamp=2021-05-09, value=2),Entry(timestamp=2021-05-09, value=2),
2021-05-08,Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=0),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=0),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=2),Entry(timestamp=2021-05-08, value=0),
2021-05-07,Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=0),Entry(timestamp=2021-05-07, value=0),Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=0),Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=2),Entry(timestamp=2021-05-07, value=2),
2021-05-06,Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=0),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=0),Entry(timestamp=2021-05-06, value=2),Entry(timestamp=2021-05-06, value=2),
2021-05-05,Entry(timestamp=2021-05-05, value=0),Entry(timestamp=2021-05-05, value=2),Entry(timestamp=2021-05-05, value=2),Entry(timestamp=2021-05-05, value=0),Entry(timestamp=2021-05-05, value=2),Entry(timestamp=2021-05-05, value=0),Entry(timestamp=2021-05-05, value=0),Entry(timestamp=2021-05-05, value=0),Entry(timestamp=2021-05-05, value=2),Entry(timestamp=2021-05-05, value=2),
2021-05-04,Entry(timestamp=2021-05-04, value=2),Entry(timestamp=2021-05-04, value=0),Entry(timestamp=2021-05-04, value=2),Entry(timestamp=2021-05-04, value=2),Entry(timestamp=2021-05-04, value=0),Entry(timestamp=2021-05-04, value=2),Entry(timestamp=2021-05-04, value=2),Entry(timestamp=2021-05-04, value=0),Entry(timestamp=2021-05-04, value=0),Entry(timestamp=2021-05-04, value=2),
2021-05-03,Entry(timestamp=2021-05-03, value=2),Entry(timestamp=2021-05-03, value=0),Entry(timestamp=2021-05-03, value=2),Entry(timestamp=2021-05-03, value=0),Entry(timestamp=2021-05-03, value=2),Entry(timestamp=2021-05-03, value=0),Entry(timestamp=2021-05-03, value=2),Entry(timestamp=2021-05-03, value=0),Entry(timestamp=2021-05-03, value=0),Entry(timestamp=2021-05-03, value=2),
2021-05-02,Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=0),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=0),Entry(timestamp=2021-05-02, value=2),Entry(timestamp=2021-05-02, value=0),
2021-05-01,Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=2),Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=2),Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=0),Entry(timestamp=2021-05-01, value=2),Entry(timestamp=2021-05-01, value=2),
2021-04-30,Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=0),Entry(timestamp=2021-04-30, value=0),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=2),Entry(timestamp=2021-04-30, value=0),
2021-04-29,Entry(timestamp=2021-04-29, value=2),Entry(timestamp=2021-04-29, value=0),Entry(timestamp=2021-04-29, value=0),Entry(timestamp=2021-04-29, value=2),Entry(timestamp=2021-04-29, value=0),Entry(timestamp=2021-04-29, value=2),Entry(timestamp=2021-04-29, value=2),Entry(timestamp=2021-04-29, value=0),Entry(timestamp=2021-04-29, value=0),Entry(timestamp=2021-04-29, value=2),
2021-04-28,Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=2),Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=2),Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=0),Entry(timestamp=2021-04-28, value=2),Entry(timestamp=2021-04-28, value=0),
2021-04-27,Entry(timestamp=2021-04-27, value=2),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=2),Entry(timestamp=2021-04-27, value=0),Entry(timestamp=2021-04-27, value=2),Entry(timestamp=2021-04-27, value=2),
2021-04-26,Entry(timestamp=2021-04-26, value=0),Entry(timestamp=2021-04-26, value=2),Entry(timestamp=2021-04-26, value=0),Entry(timestamp=2021-04-26, value=0),Entry(timestamp=2021-04-26, value=2),Entry(timestamp=2021-04-26, value=2),Entry(timestamp=2021-04-26, value=0),Entry(timestamp=2021-04-26, value=2),Entry(timestamp=2021-04-26, value=0),Entry(timestamp=2021-04-26, value=2),
2021-04-25,Entry(timestamp=2021-04-25, value=0),Entry(timestamp=2021-04-25, value=0),Entry(timestamp=2021-04-25, value=2),Entry(timestamp=2021-04-25, value=2),Entry(timestamp=2021-04-25, value=2),Entry(timestamp=2021-04-25, value=0),Entry(timestamp=2021-04-25, value=2),Entry(timestamp=2021-04-25, value=2),Entry(timestamp=2021-04-25, value=0),Entry(timestamp=2021-04-25, value=0),
2021-04-24,Entry(timestamp=2021-04-24, value=0),Entry(timestamp=2021-04-24, value=0),Entry(timestamp=2021-04-24, value=0),Entry(timestamp=2021-04-24, value=2),Entry(timestamp=2021-04-24, value=2),Entry(timestamp=2021-04-24, value=0),Entry(timestamp=2021-04-24, value=2),Entry(timestamp=2021-04-24, value=2),Entry(timestamp=2021-04-24, value=0),Entry(timestamp=2021-04-24, value=2),
2021-04-23,Entry(timestamp=2021-04-23, value=0),Entry(timestamp=2021-04-23, value=0),Entry(timestamp=2021-04-23, value=2),Entry(timestamp=2021-04-23, value=0),Entry(timestamp=2021-04-23, value=2),Entry(timestamp=2021-04-23, value=2),Entry(timestamp=2021-04-23, value=2),Entry(timestamp=2021-04-23, value=0),Entry(timestamp=2021-04-23, value=0),Entry(timestamp=2021-04-23, value=2),
2021-04-22,Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=0),Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=2),Entry(timestamp=2021-04-22, value=0),Entry(timestamp=2021-04-22, value=0),Entry(timestamp=2021-04-22, value=0),
2021-04-21,Entry(timestamp=2021-04-21, value=0),Entry(timestamp=2021-04-21, value=2),Entry(timestamp=2021-04-21, value=0),Entry(timestamp=2021-04-21, value=2),Entry(timestamp=2021-04-21, value=0),Entry(timestamp=2021-04-21, value=0),Entry(timestamp=2021-04-21, value=2),Entry(timestamp=2021-04-21, value=0),Entry(timestamp=2021-04-21, value=2),Entry(timestamp=2021-04-21, value=2),
2021-04-20,Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=0),Entry(timestamp=2021-04-20, value=0),Entry(timestamp=2021-04-20, value=0),Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=2),Entry(timestamp=2021-04-20, value=0),
2021-04-19,Entry(timestamp=2021-04-19, value=0),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=0),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),Entry(timestamp=2021-04-19, value=2),
